label,is_right_hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
UP,1,0.6645936965942383,0.825710117816925,-1.7185200817948498e-07,0.6237960457801819,0.7768017649650574,-0.02179083228111267,0.5957725644111633,0.6840137839317322,-0.03670792281627655,0.5968509912490845,0.6000392436981201,-0.052800554782152176,0.6221694946289062,0.5405349731445312,-0.06837967783212662,0.6226057410240173,0.5800644755363464,-0.019649416208267212,0.6192184686660767,0.4615005552768707,-0.0468798466026783,0.6195207834243774,0.38794809579849243,-0.0630292221903801,0.6220414638519287,0.32607197761535645,-0.07377912104129791,0.6577854156494141,0.5957700610160828,-0.02446903847157955,0.6466982960700989,0.544260561466217,-0.07059675455093384,0.6356253027915955,0.639617383480072,-0.0787079706788063,0.633553683757782,0.7024981379508972,-0.07235078513622284,0.6912224888801575,0.6226774454116821,-0.03288374841213226,0.6779398322105408,0.5795990824699402,-0.0748603343963623,0.6637816429138184,0.670673131942749,-0.06306151300668716,0.661020040512085,0.719578742980957,-0.04308696836233139,0.7248206734657288,0.6583852171897888,-0.0432378388941288,0.711118221282959,0.6127069592475891,-0.06624996662139893,0.695403516292572,0.6718661785125732,-0.054013319313526154,0.6921901702880859,0.7050083875656128,-0.03827449679374695
UP,1,0.6478200554847717,0.8337918519973755,-1.679458563330627e-07,0.6087777018547058,0.787070095539093,-0.02352532558143139,0.5806388854980469,0.699236273765564,-0.03976701945066452,0.5781651139259338,0.6190194487571716,-0.05678752809762955,0.6004623174667358,0.5568762421607971,-0.07299034297466278,0.6071277856826782,0.5899378061294556,-0.02170056290924549,0.60244220495224,0.4693508744239807,-0.05002439022064209,0.6022211909294128,0.39554065465927124,-0.06677275896072388,0.6049166917800903,0.33447501063346863,-0.07779663056135178,0.641925573348999,0.6063247323036194,-0.025753119960427284,0.6297367811203003,0.5523202419281006,-0.07327982038259506,0.6184740662574768,0.6485825777053833,-0.0819099098443985,0.6167165637016296,0.715072751045227,-0.07546811550855637,0.6754586100578308,0.6340631246566772,-0.03360699489712715,0.6622188091278076,0.5911352634429932,-0.07636242359876633,0.6476988792419434,0.6806716918945312,-0.06485716253519058,0.6451204419136047,0.7298598289489746,-0.04481235146522522,0.7090420722961426,0.6710856556892395,-0.04353519156575203,0.6948066353797913,0.6273809671401978,-0.06715867668390274,0.6784974932670593,0.6846599578857422,-0.05558720976114273,0.6755678057670593,0.7162190675735474,-0.04017540067434311
UP,1,0.6261510252952576,0.841127872467041,-1.867021950374692e-07,0.585982620716095,0.7846294641494751,-0.02143843285739422,0.5586813688278198,0.6929643154144287,-0.0371280312538147,0.5551859736442566,0.6119892001152039,-0.05428631603717804,0.5798686742782593,0.5506504774093628,-0.07050467282533646,0.5913346409797668,0.5880376100540161,-0.018477780744433403,0.5898754596710205,0.4682163596153259,-0.04650383070111275,0.5900084376335144,0.3934600055217743,-0.06271174550056458,0.5936272144317627,0.3320872485637665,-0.07330407947301865,0.6253182888031006,0.6044618487358093,-0.023663407191634178,0.6078598499298096,0.5493438839912415,-0.0703151747584343,0.5942555069923401,0.6467074751853943,-0.07749813795089722,0.5947253704071045,0.7128303647041321,-0.07006832957267761,0.6580092906951904,0.6335022449493408,-0.03275962546467781,0.6392602324485779,0.5903655886650085,-0.0744059756398201,0.6235048770904541,0.6803842186927795,-0.06157134100794792,0.6240752339363098,0.7301322817802429,-0.04070969671010971,0.6914030909538269,0.672997236251831,-0.043964631855487823,0.6729545593261719,0.6292505264282227,-0.06596267223358154,0.6548887491226196,0.6845614314079285,-0.05368514358997345,0.6536617875099182,0.7159622311592102,-0.0379919596016407
UP,1,0.6009001731872559,0.8298411965370178,-2.416367408386577e-07,0.5599393844604492,0.7725255489349365,-0.019950073212385178,0.5309031009674072,0.6788537502288818,-0.03455181419849396,0.5294416546821594,0.5964269042015076,-0.051001615822315216,0.5531327128410339,0.5359181761741638,-0.06707853823900223,0.568764865398407,0.5633851885795593,-0.014564490877091885,0.5636025071144104,0.44766902923583984,-0.041048672050237656,0.5637415647506714,0.3744751214981079,-0.057797424495220184,0.5671715140342712,0.3117852210998535,-0.06947929412126541,0.6049934029579163,0.5749473571777344,-0.02038293145596981,0.5805705189704895,0.5317350029945374,-0.06766577810049057,0.5664758086204529,0.6293490529060364,-0.0778917446732521,0.5647104382514954,0.6998846530914307,-0.0727977454662323,0.6381756663322449,0.6022017598152161,-0.029782209545373917,0.6090521812438965,0.5718032717704773,-0.07239941507577896,0.5947454571723938,0.6651109457015991,-0.06217191740870476,0.5941824316978455,0.7229666709899902,-0.04305899515748024,0.670254111289978,0.6424980163574219,-0.04113185033202171,0.6408257484436035,0.6113064885139465,,0.6254273653030396,0.6712437868118286,-0.055662814527750015,0.6260547041893005,0.7073224782943726,-0.0412197969853878
UP,1,0.5747097730636597,0.8072038292884827,-2.784685761980654e-07,0.5328032374382019,0.7509744763374329,-0.020166020840406418,0.501806378364563,0.6593338847160339,-0.0358474999666214,0.500346839427948,0.5786666870117188,-0.05316798761487007,0.5230024456977844,0.5167922973632812,-0.07002753019332886,0.5436542630195618,0.5341827869415283,-0.017374327406287193,0.536162793636322,0.4195142984390259,-0.04618021845817566,0.5358758568763733,0.3438035845756531,-0.06474461406469345,0.5374642014503479,0.2798316478729248,-0.07759250700473785,0.5813353061676025,0.5428524017333984,-0.023176709190011024,0.5490632653236389,0.5067242980003357,-0.07116726785898209,0.5344622135162354,0.6085824370384216,-0.0803702175617218,0.5336878299713135,0.6770961284637451,-0.07455296069383621,0.6145006418228149,0.5683634877204895,-0.03273104131221771,0.5781899094581604,0.5477136969566345,-0.07468479871749878,0.5653018951416016,0.6421432495117188,-0.06251093000173569,0.5670558214187622,0.6945202946662903,-0.04254995286464691,0.646012544631958,0.6076620817184448,-0.044491156935691833,0.6113500595092773,0.5862182378768921,-0.06789223104715347,0.5982439517974854,0.6463959217071533,-0.05693072825670242,0.602411687374115,0.6752968430519104,-0.04194407910108566
UP,1,0.5574079155921936,0.8116664290428162,-3.169519970924739e-07,0.5141417384147644,0.7547109723091125,-0.016918860375881195,0.4816882610321045,0.6604750156402588,-0.030704032629728317,0.4777970016002655,0.5807825922966003,-0.04687873274087906,0.4963773488998413,0.5205113887786865,-0.06277762353420258,0.5242818593978882,0.537636935710907,-0.014280361123383045,0.5150792002677917,0.41845372319221497,-0.042289480566978455,0.5143177509307861,0.34274107217788696,-0.06033800169825554,0.5157934427261353,0.2790934443473816,-0.07284162193536758,0.561049222946167,0.5471310019493103,-0.021330296993255615,0.5256093740463257,0.509111762046814,-0.06945174932479858,0.5112811326980591,0.6122131943702698,-0.07895291596651077,0.5113232135772705,0.6830284595489502,-0.07330188155174255,0.5945539474487305,0.5711494088172913,-0.031914789229631424,0.5561016798019409,0.5457268953323364,-0.07417687773704529,0.5446926355361938,0.6428518295288086,-0.06220576539635658,0.5481511950492859,0.6988692879676819,-0.04218894988298416,0.6265805959701538,0.6081541180610657,-0.04438342526555061,0.5898318290710449,0.583013117313385,-0.0684928297996521,0.5768463611602783,0.645245373249054,-0.057750530540943146,0.5822709798812866,0.6774900555610657,-0.04267540201544762
UP,1,0.5421110987663269,0.8120205402374268,-3.4507911550463177e-07,0.5008512735366821,0.7553845047950745,-0.016902469098567963,0.46996545791625977,0.6596991419792175,-0.030727162957191467,0.46367087960243225,0.5803231000900269,-0.04699533060193062,0.48029714822769165,0.5206705927848816,-0.06306426972150803,0.5138915777206421,0.5319610238075256,-0.013456040993332863,0.5041484832763672,0.4157160520553589,-0.041191525757312775,0.5019094944000244,0.3412822186946869,-0.059263572096824646,0.5021530985832214,0.27789631485939026,-0.07192687690258026,0.5501574277877808,0.5408978462219238,-0.02024201862514019,0.5117921829223633,0.5035156607627869,-0.06704005599021912,0.4960138499736786,0.6065267324447632,-0.07622820883989334,0.49538320302963257,0.6756284832954407,-0.07069587707519531,0.5828141570091248,0.5659805536270142,-0.030583420768380165,0.5398615598678589,0.5419926643371582,-0.07203815877437592,0.5274093747138977,0.6391595005989075,-0.060332041233778,0.5303630828857422,0.6944006085395813,-0.04072485864162445,0.6133958101272583,0.60512375831604,-0.04282984510064125,0.5728455781936646,0.5816971659660339,-0.0668177530169487,0.5607874989509583,0.6429625749588013,-0.05666914954781532,0.5671303868293762,0.6743260622024536,-0.04204101115465164
UP,1,0.5270262360572815,0.8179677724838257,-3.607195822041831e-07,0.48255231976509094,0.7575488090515137,-0.01652851141989231,0.4522725045681,0.6612269878387451,-0.030460134148597717,0.4491134285926819,0.5767906308174133,-0.04710333049297333,0.4723077714443207,0.5166017413139343,-0.06333902478218079,0.5000923871994019,0.5345963835716248,-0.011295542120933533,0.49107304215431213,0.41662219166755676,-0.03828633949160576,0.4887435734272003,0.3408155143260956,-0.055507492274045944,0.4887072443962097,0.27615833282470703,-0.06779851764440536,0.5362039804458618,0.5421651005744934,-0.0183421578258276,0.49789831042289734,0.5078291296958923,-0.0643363744020462,0.48264962434768677,0.6102433800697327,-0.07310008257627487,0.4823429584503174,0.6782154440879822,-0.06747335195541382,0.5682175755500793,0.5659077763557434,-0.028995554894208908,0.5237632393836975,0.5450050234794617,-0.06951505690813065,0.5122689008712769,0.6417362093925476,-0.05751118063926697,0.5159973502159119,0.6954926252365112,-0.038048334419727325,0.598558247089386,0.6045510768890381,-0.04165700823068619,0.5559495687484741,0.5839233994483948,-0.06492536514997482,0.5455947518348694,0.644396185874939,-0.054817911237478256,0.5531066060066223,0.6744162440299988,-0.04037579149007797
UP,1,0.5194995999336243,0.8228797316551208,-3.7561511589956353e-07,0.47586876153945923,0.7583770155906677,-0.01625702902674675,0.4467288851737976,0.658372163772583,-0.029079005122184753,0.4440203905105591,0.572177529335022,-0.044554680585861206,0.4640999436378479,0.5078191161155701,-0.059576742351055145,0.4932003319263458,0.5334529876708984,-0.009380318224430084,0.48272863030433655,0.41819506883621216,-0.034877974539995193,0.48015958070755005,0.3432777523994446,-0.050928663462400436,0.47982728481292725,0.27896347641944885,-0.06253480911254883,0.5304312109947205,0.5403305292129517,-0.016290567815303802,0.4908396303653717,0.5078944563865662,-0.061620671302080154,0.47491687536239624,0.609755277633667,-0.07046855986118317,0.47379350662231445,0.6802306771278381,-0.06497246772050858,0.5626221895217896,0.5645362138748169,-0.026771044358611107,0.5163627862930298,0.5447874665260315,-0.06720277667045593,0.5050250887870789,0.6414356827735901,-0.05583600327372551,0.5082800984382629,0.698981761932373,-0.0367775484919548,0.5920228958129883,0.6041030883789062,-0.03922851011157036,0.5476688146591187,0.5835655927658081,-0.06339255720376968,0.5378104448318481,0.6440998315811157,-0.054225482046604156,0.5451093912124634,0.6767758727073669,-0.04025142267346382
UP,1,0.5042839050292969,0.8273425102233887,-3.534572954322357e-07,0.45940741896629333,0.7503413558006287,-0.014044761657714844,0.4310312569141388,0.6545500755310059,-0.0278878603130579,0.4256882071495056,0.566916823387146,-0.046358201652765274,0.4419853687286377,0.5006189346313477,-0.06449896842241287,0.4794890284538269,0.5307074785232544,-0.0009003940504044294,0.4669577181339264,0.41505253314971924,-0.026343662291765213,0.4628884792327881,0.3371185064315796,-0.04207191988825798,0.4612525701522827,0.27251285314559937,-0.05324116349220276,0.5141586661338806,0.537430465221405,-0.010197335854172707,0.4675767123699188,0.5008247494697571,-0.05763080343604088,0.45008260011672974,0.6051589846611023,-0.06709089875221252,0.450445294380188,0.6739253997802734,-0.06060458719730377,0.5459375977516174,0.559228241443634,-0.02359701506793499,0.49184951186180115,0.5344966053962708,-0.06556618958711624,0.4825122356414795,0.6336858868598938,-0.05364455282688141,0.4890478849411011,0.691250205039978,-0.033328618854284286,0.5752668380737305,0.5980063676834106,-0.03910057991743088,0.5243680477142334,0.5792838931083679,-0.0636657178401947,0.5168664455413818,0.6400623917579651,-0.05417967587709427,0.5284645557403564,0.6714251041412354,-0.039487194269895554
